comment,source,label
"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",kaggle,1
"""I got a sister, she told me stop calling women bitches..""",kaggle,1
"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!",kaggle,1
"""I had a bitch that had a bitch, had the bitch eating halibut.."" - #FreshRhymes #JerkSquad #SlowStir",kaggle,1
"""I heard you was looking for Candy Man, bitch""",kaggle,1
"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams",kaggle,1
"""I just got a number 3 I'm a bitch boy""",kaggle,1
"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",kaggle,1
"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",kaggle,1
"""I said i don't like it, it tastes like wolf pussy""  ""what? How do you even know what that tastes like""",kaggle,1
"""I used to dress up like a cop too."" ""Oh really?"" ""Yeah...right after 9/11...mad pussy."" ""Really?"" ""Yes...I'll NEVER FORGET.""",kaggle,1
"""I went to jail for a flock, came home wit a strike.. You went to jail as a bitch, came home as a dike""-",kaggle,1
"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique separate phrases I overheard a relative saying when I was younger.",kaggle,1
"""I woke up like thi-"" bitch go back to bed",kaggle,1
"""I would rather you call me bitch than sir"" -my manager",kaggle,1
"""I'll beat on that pussy so hard""",kaggle,1
"""I'll slit your throat-neck""",kaggle,0
"""I'm a funky ass honkey."" - 's shout out to tonight before ""Cabaret"" #JT2020Tour",kaggle,1
"""I'm comparing KFC to the pussy""",kaggle,1
"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot",kaggle,1
"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""",kaggle,1
"""I'm gonna piss on your dimple Stop wasting prayers on trash teams lol""",kaggle,1
"""I'm probably your main bitch chocolate dipped cinnamon apple""",kaggle,1
"""I'm sick of his shit man Sit his bitch ass, I'm fed up bro Geno threw yet another pick smh""""",kaggle,1
"""I'm sorry I fucked yo bitch... But she really dig a nigga""",kaggle,1
"""IBS"" irritable bitch syndrome.",kaggle,1
"""If you love her then hide yo bitch so you'll keep",kaggle,1
"""If you talk back to me you ain't getting no pussy."" Me:",kaggle,1
"""If you're a bad bitch put your hands up high""  Every girl in the room starts waving there hands around.",kaggle,1
"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",kaggle,1
"""In My Mind"" Gotta be the dumb hoe anthem...",kaggle,1
"""Is that an albino Mexican?"" ""No dad, he's Asian.""",kaggle,0
"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry",kaggle,1
"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive blind bitch. We know ur husband cheated on u. Ramona is dumb!!!",kaggle,1
"""It's never too late to tag a bitch.""-",kaggle,1
"""It's the dykes"" -hunter dyke with a dyke",kaggle,1
"""Julia Roberts, you're a ho"" #NottingHill",kaggle,1
"""Just follow the yellow brick twitter.""",kaggle,0
"""LMFAOOOOOOOOOOOOOOOOOO If your pussy is good but my mama don't like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",kaggle,1
"""LOL, cripple!"" - Wendy Davis. Scientists create remote-controlled chick to study shy penguins",kaggle,0
"""Let's do nips ahoy and spank me maybe""",kaggle,1
"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",kaggle,1
"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""",kaggle,1
"""Lmao Pound cake look like pussy",kaggle,1
"""Lmao The d.rose adidas are lighter than my phone .... Shit is retarded""",kaggle,1
"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",kaggle,0
"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum.""",kaggle,1
"""Mine plays DMX and kirk Franklin smh Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",kaggle,0
"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife""",kaggle,1
"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!""",kaggle,1
"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it.",kaggle,1
"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",kaggle,1
"""Nah its You yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall""",kaggle,1
"""New Flame"" the song of the yr lol that bitch SUPER run like",kaggle,1
"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;.""",kaggle,1
"""Niggas be pressed for pussy, Eeeeeen nothin""",kaggle,1
"""No bitches - nan",kaggle,1
"""No boats and hoes please thanks"" - Mom",kaggle,1
"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - #RIPTALLT",kaggle,1
"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",kaggle,0
"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",kaggle,1
"""Pistol whip my Dickau, shoot yo bitch club up.""  Sometimes freestyles be freestyles. And I'm okay with that.",kaggle,1
"""RT it for me. Please and thanks Did a pierced pussy just come across my timeline",kaggle,1
"""Remy Machiavelli send shots to ya belly"" my bitch",kaggle,1
"""Roberto you are one nasty hoe""",kaggle,1
"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!",kaggle,1
"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land",kaggle,1
"""Selling my soul for material wishes: fast cars and bitches"" #Tupac #smile #remix",kaggle,1
"""Shake that Bear ... aka two rednecks having sex on a dead bear""",kaggle,1
"""Shall I compare thee to a summer's day? No, a summer's day is not a bitch.""",kaggle,1
"""She gotta shape up her pussy lips tho Whole wheat organic pussy",kaggle,1
"""She said wigga man you rich...take the du-rag off""",kaggle,1
"""She was a bitch anyway""",kaggle,1
"""She's from Florida so you've got to do the sniff test in those swamp pussies""",kaggle,1
"""Slow the fuck down, bitch, I know where you live!""  Classy young lady.",kaggle,1
"""So he's a good football player...but he still acts like a nig""",kaggle,1
"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth",kaggle,1
"""Stop looking us and go eat some pussy, you yuppie fucks.""",kaggle,1
"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?""",kaggle,1
"""That ain't bro moves, that's hoe moves""",kaggle,1
"""That girl is plain looking borderline ugly chunky"". Hey at least she's got a nice smile a great personality.",kaggle,1
"""The devil grows inside the hearts of the selfish and wicked White, brown, yellow and black color is not restricted""",kaggle,0
"""The water isn't yellow, I'm a healthy student""",kaggle,0
"""These hoes ain't loyal""",kaggle,1
"""These sour apple bitter bitches, I'm not fuckin wit em""",kaggle,1
"""They Faggots Orioles petty as fuck...got swept up outta this bitch""",kaggle,1
"""They have some ghetto ass bands"" * gets snuck*",kaggle,1
"""They have to. That division is trash Saints gon win the NFC South...watch""",kaggle,0
"""This is for my ghetto motherfuckers"" -Missy Elliott",kaggle,1
"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten",kaggle,0
"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black",kaggle,1
"""Trust noneeee, bitch I don't",kaggle,1
"""Twitter is twitter"" bitch twitter is life",kaggle,1
"""U got my 200K bitch nigga""--Al Haymon to Antonio Tarver",kaggle,1
"""Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad..",kaggle,1
"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low.""",kaggle,1
"""Virgin pussy () , regular pussy "" ( ) "" , Oomf pussy (_________________________)",kaggle,1
"""WHAAAAAAT! LMAOOO!!! that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties""",kaggle,1
"""Walked in that bitch like, NIGGA WE MADE IT!""",kaggle,1
"""We hate niggers, we hate faggots and we hate spics""-kkk rally",kaggle,1
"""We're out here, and we're queer!"" "" 2, 4, 6, hut! We like it in our butt!""",kaggle,1
"""Well bitch, biology said...""",kaggle,1
"""What I do? Gotta report you as spam Ladies if your head game better than your pussy""",kaggle,1
"""When im done with a hoe i pass her to the squad"" G!!!!!!!!!!!!!!!!!!!!!!!!",kaggle,1
"""Who the fuck you callin jiggaboo, nigga?!""",kaggle,1
"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",kaggle,1
"""Why u being such a little bitch chris you ain't six bitch"" - Allisons Mom",kaggle,1
"""Why would I want to play with some pussy?"" - *DEAD* #SNL",kaggle,1
"""Why would you wanna be the Green Ranger? He's evil!"" Duh bitch",kaggle,1
"""Why would you want pussy on your side burns?.. Thats a good question"" hahahahaha",kaggle,1
"""Will shank a bitch for ceviche""",kaggle,1
"""Work"" - Gets me through those rough days hahaha #hoes",kaggle,1
"""Wow you are a bitch""   Yes that's already been established, anything else you have to say?",kaggle,1
"""Y'all forget he has his brand new baby girl at home"" bitch the cookies are burning",kaggle,1
"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",kaggle,0
"""Yaoooooooo Mawnin yardies!",kaggle,0
"""Yo bitch on the horn. Tryna shoot a porn."" - That's T shirt worthy Tony",kaggle,1
"""Yo can I sublet your pussy"" #ShitFahdSays",kaggle,1
"""Yo feet smell like my puss"" Whut ? ""Like flowers bitch"" omg",kaggle,1
"""Yo mama, bitch."" What was the ONE sentence that ended your relationship?",kaggle,1
"""You ain't gunna do shit spear chucker""",kaggle,1
"""You ain't my bitch"" is my favorite response to long texts",kaggle,1
"""You and yo boys some pussy cats.""",kaggle,1
"""You are a cunt""",kaggle,1
"""You can pull more pussy with a dodge and collect them panties alright."" -stormy and jake",kaggle,1
"""You can take someone out of the ghetto, but you can't take the ghetto out of them.""",kaggle,1
"""You don't like us colored folks, what the he'll you're not colored you white fucks""",kaggle,1
"""You got hella hoes""",kaggle,1
"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie",kaggle,0
"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!",kaggle,1
"""You look like little birds help you get dressed in the morning""",kaggle,0
"""You ol trout mouth ass bitch""  DEEEEAAAADD",kaggle,1
"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!""",kaggle,1
"""You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool...."" #redskins #NFL #concussion #jokes",kaggle,1
"""You're a garden rose, and that bitch is a weed.""",kaggle,1
"""You're fucked up""  No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut",kaggle,1
"""Your a queer"".",kaggle,1
"""Your homeboy looking bad and you giving cash to them hoes""",kaggle,1
"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other.""",kaggle,0
"""Yup. Fuck em Playing like trash Clippers don't wanna play lol""",kaggle,1
"""ain't it time for you hoes to get out of here"" LOL this is what Ariana's mom says to us",kaggle,1
"""are we bitches?"" -",kaggle,1
"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""",kaggle,1
"""bitch freak my shit""",kaggle,1
"""bitch my vagina is a little more resilient than that""",kaggle,1
"""but I love him"" nah bitch that ain't love.",kaggle,1
"""but pussy is the root of all drama an attribute put up in they head by they mama.""",kaggle,1
"""call me Keyshawn Johnson cause im catchin erry hoe""",kaggle,1
"""captain save a hoe"" is the most annoying phrase",kaggle,1
"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch""",kaggle,1
"""don't let your side bitch settle in, I might have to headbutt you Evelyn""",kaggle,1
"""dont show me no bitch unless she look like Dolly Parton!!!""",kaggle,1
"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends.",kaggle,1
"""hick and raver is a venn diagram that has a very large intersection""",kaggle,0
"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" -",kaggle,1
"""if i wasnt in a work place id deck you"" aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch",kaggle,1
"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad.",kaggle,1
